kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
KEEN;PT Kencana Energi Lestari Tbk.;J. Infrastructures;J4. Utilities;J41. Electric Utilities;J411. Electric Utilities;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;29356999.0;271418445.0;300775444.0;17217176.0;120116056.0;137333232.0;28583019.0;0;52628696.0;142300136.0;163442212.0;300775444.0;21032886.0;12458344.0;7999468.0;7999468.0;7784800.0;6520919.0;6674778.0;1324690.0;2181178.0;1323199.0
KEJU;PT Mulia Boga Raya Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D221. Dairy Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;497681274294.0;270045009819.0;767726284113.0;176772189231.0;5128565895.0;181900755126.0;75000000000.0;0;206493605833.0;585825528987.0;585825528987.0;767726284113.0;336986965411.0;183170597779.0;144700268968.0;144700268968.0;144924564869.0;144924564869.0;144700268968.0;0;-55935138561.0;159541793979.0
KETR;PT Ketrosden Triasmitra Tbk;J. Infrastructures;J3. Telecommunication;J31. Telecommunication Service;J311. Wired Telecommunication Service;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1071802757685.0;314308038640.0;1386110796325.0;127537760749.0;588322310669.0;715860071418.0;200000000000.0;0;33715457773.0;667944411986.0;670250724907.0;1386110796325.0;255030972031.0;129585191339.0;114730739171.0;114730739171.0;114891762699.0;114854711903.0;114693715999.0;37023172.0;48819672143.0;65667068698.0
KIAS;Keramika Indonesia Assosiasi Tbk;C. Industrials;C1. Industrial Goods;B12. Construction Materials;B121. Construction Materials;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;264701143076.0;735323324364.0;1000024467440.0;108208133431.0;45386948015.0;153595081446.0;1612180500000.0;0;218657014680.0;787172344775.0;846429385994.0;1000024467440.0;19668857410.0;2572572044.0;-5554727386.0;-5554727386.0;-5825977886.0;-6450170096.0;-6177402331.0;622674945.0;-3413536893.0;11435279861.0
KICI;Kedaung Indah Can Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E213. Housewares & Specialties;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;136959531732.0;48738607137.0;185698138869.0;27094338108.0;45641856311.0;72736194419.0;69000000000.0;;3300000000.0;112961944450.0;112961944450.0;185698138869.0;43191662360.0;27557405748.0;21701439355.0;21701439355.0;24542747259.0;24542747259.0;21701439355.0;0;49055882.0;10783081957.0
KIJA;Kawasan Industri Jababeka Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;8638908717781.0;3653181612245.0;12292090330026.0;1320149276793.0;4599930682150.0;5920079958943.0;1864448274050.0;0;1396068999121.0;5256817410452.0;6372010371083.0;12292090330026.0;1092571811274.0;100330430110.0;87635897475.0;87635897475.0;111633362502.0;18832176079.0;-5165288948.0;92801186423.0;-68125990351.0;1111486304905.0
KING;PT Hoffmen Cleanindo Tbk;C. Industrials;C2. Industrial Services;C23. Professional Services;C231. Human Resource & Employment Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;37815759978.0;17808277010.0;55624036988.0;42098030217.0;8411578451.0;50509608668.0;19900000000.0;0;2924742160.0;5120189440.0;5114428320.0;55624036988.0;24584769006.0;3137271495.0;1463033111.0;1463033111.0;1423427945.0;1420488901.0;1460082306.0;2950805.0;2891492669.0;3404493759.0
KINO;PT Kino Indonesia Tbk;D. Consumer Non-Cyclicals;D4. Nondurable Household Products;D42. Personal Care Products;D421. Personal Care Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;2397707580261.0;2948354572509.0;5346062152770.0;1591081638290.0;1066537251697.0;2657618889987.0;142857150000.0;0;710356833172.0;2626495971705.0;2688443262783.0;5346062152770.0;1796498425893.0;123508249611.0;97819911970.0;97819911970.0;110386958260.0;117087700176.0;105042606156.0;-7222694186.0;1850946329.0;181505820565.0
KIOS;PT Kioson Komersial Indonesia Tbk.;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;61814045704.0;17383523149.0;79197568853.0;17509836255.0;61440303.0;17571276558.0;71723990000.0;0;55334364265.0;61329760540.0;61626292295.0;79197568853.0;15348758171.0;2038497646.0;2463885853.0;2463885853.0;3353226375.0;3388809804.0;2499512187.0;-35626334.0;979489737.0;2468758730.0
KJEN;PT Krida Jaringan Nusantara Tbk.;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;7517165587.0;61618849138.0;69136014725.0;2688790395.0;4209000539.0;6897790934.0;50000000000.0;0;13002417420.0;62238223791.0;62238223791.0;69136014725.0;4537226767.0;-2303277525.0;-1840302631.0;-1840302631.0;-1720008391.0;-1720008391.0;-1840302631.0;0;177420067.0;331143751.0
KKES;PT Kusuma Kemindo Sentosa Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;98623772675.0;13476704594.0;112100477269.0;71842863852.0;8892890452.0;80735754304.0;12000000000.0;;;31364722965.0;31364722965.0;112100477269.0;43883182273.0;21740554824.0;18492518477.0;18492518477.0;18746842537.0;18746842537.0;18492518477.0;;55674141.0;1980873742.0
KKGI;Resource Alam Indonesia Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;50212050.0;81970257.0;132182307.0;20758804.0;12502847.0;33261651.0;24039183.0;0;578353.0;98474600.0;98920656.0;132182307.0;41056045.0;33958118.0;23003525.0;23003525.0;23034817.0;23134764.0;23103472.0;-99947.0;23108906.0;27858789.0
KLBF;Kalbe Farma Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;15712209507638.0;9954425648633.0;25666635156271.0;3534656089431.0;866101273717.0;4400757363148.0;468751221100.0;0;-34118673814.0;19579526242616.0;21265877793123.0;25666635156271.0;11283784241264.0;4143264634774.0;3232007683281.0;3232007683281.0;3208499314413.0;3159584494661.0;3183621310043.0;48386373238.0;1024750911235.0;6216247801928.0
KLIN;PT Klinko Karya Imaji Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E743. Home Improvement Retail;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;7970548362.0;16239178133.0;24209726495.0;4541457281.0;8785301410.0;13326758691.0;10400000000.0;;;10882967804.0;10882967804.0;24209726495.0;1249531335.0;328008429.0;282470673.0;282470673.0;282470673.0;282470673.0;282470673.0;;-136309948.0;103268393.0
KMDS;PT Kurniamitra Duta Sentosa Tbk.;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D112. Food Retail & Distributors;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;96841825041.0;92477467271.0;189319292312.0;32792773709.0;3914647028.0;36707420737.0;80000000000.0;;30293972100.0;151876871575.0;152611871575.0;189319292312.0;67170143360.0;41929492785.0;33530231755.0;33530231755.0;32964698032.0;32964698032.0;33530231755.0;00.00;-37367159001.0;25156329710.0
KMTR;PT Kirana Megatara Tbk.;B. Basic Materials;B1. Basic Materials;B15. Forestry & Paper;B153. Diversified Forest;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;3936233476518.0;1638902114718.0;5575135591236.0;158695886483.0;3381455080491.0;3540150966974.0;821536637900.0;0;647471635339.0;1966855730949.0;2034984624262.0;5575135591236.0;635068457557.0;128071389594.0;81527139693.0;81527139693.0;62704185990.0;63065664426.0;81625294157.0;-98154464.0;23106176447.0;387555918009.0
KOBX;Kobexindo Tractors Tbk;C. Industrials;C1. Industrial Goods;C14. Machinery;C141. Construction Machinery & Heavy Vehicles;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;71315948.0;45216742.0;116532690.0;73874280.0;7219652.0;81093932.0;24942328.0;0;7812965.0;35275499.0;35438758.0;116532690.0;22380687.0;13776034.0;13545302.0;13545302.0;13573411.0;13547375.0;13523364.0;21938.0;2943671.0;4680515.0
KOIN;Kokoh Inti Arebama Tbk;C. Industrials;C1. Industrial Goods;B12. Construction Materials;B121. Construction Materials;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;942326613088.0;124183089162.0;1066509702250.0;952940940427.0;15262403546.0;968203343973.0;98084373200.0;0;3341578567.0;98303398631.0;98306358277.0;1066509702250.0;215732776956.0;-25159075219.0;-27840100544.0;-27840100544.0;-28290127747.0;-28290127748.0;-27840100545.0;01.00;-74730895891.0;42350368854.0
KONI;Perdana Bangun Pusaka Tbk;C. Industrials;C2. Industrial Services;C22. Commercial Services;C223. Office Supplies;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;88068087312.0;32518116152.0;120586203464.0;1830382361.0;12877009971.0;14707392332.0;63000000000.0;;33080485432.0;105878492687.0;105878811132.0;120586203464.0;29069721950.0;8898729548.0;7805612118.0;7805612118.0;9402725458.0;9402725333.0;7805612005.0;113.00.00;8503910551.0;36378941709.0
KOPI;PT Mitra Energi Persada Tbk;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A112. Oil & Gas Storage & Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;67657852213.0;71522879504.0;139180731717.0;43021745967.0;6528030743.0;49549776710.0;212400000236.0;;;88867778334.0;89630955007.0;139180731717.0;53237687736.0;4438038016.0;1845557734.0;1845557734.0;2265900946.0;2234156628.0;1813813416.0;31744318.0;-4684133360.0;2783258675.0
KOTA;PT DMS Propertindo Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;174041148716.0;1386238816007.0;1560279964723.0;191262520300.0;109749809610.0;301012329910.0;1054618570100.0;0;229096746500.0;1257739141628.0;1259267634813.0;1560279964723.0;7361070093.0;-16546536132.0;-15204603163.0;-15204603163.0;-14140363040.0;-14135911442.0;-15200151565.0;-4451598.0;169380521.0;3474172675.0
KPIG;MNC Land Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;4017869146346.0;26894139948852.0;30912009095198.0;2935640641433.0;3505161389094.0;6440802030527.0;8062572666400.0;0;537216175130.0;24262955706177.0;24471207064671.0;30912009095198.0;127719515658.0;154769142101.0;144520842245.0;144520842245.0;1191945992789.0;1242312380990.0;195862601260.0;-51341759015.0;21670788020.0;89064523547.0
KRAS;Krakatau Steel (Persero) Tbk;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B144. Iron & Steel;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15592.0;Ribuan / In Thousand;973082.0;2800594.0;3773676.0;1486779.0;1699703.0;3186482.0;987573.0;0;175020.0;631877.0;587194.0;3773676.0;202021.0;63769.0;47030.0;43742.0;54821.0;55513.0;44434.0;-692.0;-27010.0;85014.0
KREN;PT Kresna Graha Investama Tbk.;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;1953001620434.0;1184529147049.0;3137530767483.0;555052051113.0;95565570807.0;650617621920.0;91042350500.0;0;450028002263.0;582349342376.0;2486913145563.0;3137530767483.0;-50455823245.0;-315164309960.0;-328686697057.0;-328686693757.0;-322931011078.0;-453377419200.0;-458930975673.0;130244281916.0;20618313053.0;388273902256.0
KRYA;PT Bangun Karya Perkasa Jaya Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;77794198007.0;44936425487.0;122730623494.0;53830811518.0;20525869956.0;74356681474.0;12500000000.0;0;1669676541.0;48373942020.0;48373942020.0;122730623494.0;20015762387.0;8548555335.0;5657663329.0;5657663329.0;12526309803.0;12526309803.0;5657663329.0;;1942610560.0;6919056274.0
KUAS;PT Ace Oldfields Tbk;C. Industrials;C1. Industrial Goods;C12. Building Products & Fixtures;C121. Building Products & Fixtures;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;161289971025.0;101129814830.0;262419785855.0;88917700151.0;33489447934.0;122407148085.0;64628527000.0;;55644052167.0;140012637770.0;140012637770.0;262419785855.0;32876995058.0;7791405884.0;6178640735.0;6178640735.0;16449721316.0;16449721316.0;6178640735.0;;46687896971.0;56665401142.0
LABA;PT Ladangbaja Murni Tbk;C. Industrials;C1. Industrial Goods;C14. Machinery;C143. Industrial Machinery & Components;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;33533284295.0;34392332260.0;67925616555.0;1787016457.0;4740146568.0;6527163025.0;25000002500.0;0;17152512500.0;61398453530.0;61398453530.0;67925616555.0;2103762358.0;16518882465.0;19313034547.0;19313034547.0;19591567867.0;19591567867.0;19313034547.0;0;9311489316.0;9820863989.0
LAJU;PT Jasa Berdikari Logistics Tbk;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;14829358017.0;90140702733.0;104970060750.0;24336343429.0;37242181030.0;61578524459.0;300000000.0;0;0;43391536291.0;43391536291.0;104970060750.0;27351269242.0;10762539256.0;8347542162.0;8347542162.0;8393131495.0;8393131495.0;8347542162.0;0;-2105175732.0;-9229968188.0
LAND;PT Trimitra Propertindo Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;258653508032.0;504704473872.0;763357981904.0;224362275432.0;63154144000.0;287516419432.0;279262000000.0;;224768190580.0;475841562472.0;475841562472.0;763357981904.0;0;-10905197962.0;-11601943202.0;-11601943202.0;-11579537202.0;-11579537202.0;-11601943202.0;;-93881168.0;26802379346.0
LAPD;Leyand International Tbk;J. Infrastructures;J4. Utilities;J41. Electric Utilities;J411. Electric Utilities;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;49962237.0;27977500.0;77939737.0;248149497382.0;565560000.0;248715057382.0;396635013900.0;;32548364560.0;-248637117645.0;-248637117645.0;77939737.0;-26628283885.0;-108425943268.0;-108425943268.0;-108425943268.0;-107915263268.0;-107915263268.0;-108425943268.0;00.00;-509730871.0;49962237.0
LCKM;PT LCK Global Kedaton Tbk;J. Infrastructures;J3. Telecommunication;J32. Wireless Telecommunication Services;J321. Wireless Telecommunication Services;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;135624679109.0;11518862153.0;147143541262.0;11555188045.0;415149335.0;11970337380.0;100000000000.0;0;19005644508.0;135173203882.0;135173203882.0;147143541262.0;9634824568.0;2078190775.0;1647206699.0;1647206699.0;1641682175.0;1641682175.0;1647206699.0;0;-2183537229.0;11562502522.0
LEAD;PT Logindo Samudramakmur Tbk.;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A112. Oil & Gas Storage & Distribution;National and Foreign Corporation;Joint Venture - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;23735872.0;112891319.0;136627191.0;7159516.0;94272674.0;101432190.0;9901764.0;0;67972730.0;35148437.0;35195001.0;136627191.0;5001366.0;-2050369.0;-2654887.0;-2654887.0;-2589098.0;-2588934.0;-2655259.0;372.00.00;371296.0;10588767.0
LFLO;PT Imago Mulia Persada Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E211. Home Furnishings;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;50946671752.0;8434707930.0;59381379682.0;18365240827.0;477278170.0;18842518997.0;13000000000.0;;23844938063.0;40529396326.0;40538860685.0;59381379682.0;14673159173.0;2222926272.0;1725916812.0;1725916812.0;1750841013.0;1746157506.0;1721233305.0;4683507.0;-1972669851.0;5851200386.0
LIFE;PT Asuransi Jiwa Sinarmas MSIG Tbk.;G. Financials;G4. Insurance;G41. Insurance;G413. Life Insurance;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;16344767.0;0;0;8713141.0;210000.0;0;6842500.0;7567616.0;7567616.0;0;0;139225.0;73824.0;73824.0;57759.0;57759.0;73824.0;0;706314.0;1532896.0
LINK;PT Link Net Tbk.;J. Infrastructures;J3. Telecommunication;J31. Telecommunication Service;J311. Wired Telecommunication Service;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;860648.0;8886246.0;9746894.0;1964255.0;2533297.0;4497552.0;286320.0;0;1341144.0;5249338.0;5249342.0;9746894.0;3501583.0;1148877.0;885319.0;885319.0;909215.0;909214.0;885318.0;01.00;-89529.0;270796.0
LION;Lion Metal Works Tbk;C. Industrials;C2. Industrial Services;C22. Commercial Services;C223. Office Supplies;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;473632576435.0;213173971551.0;686806547986.0;145920423985.0;75063398467.0;220983822452.0;52016000000.0;0;1954630221.0;465822725534.0;465822725534.0;686806547986.0;101827452550.0;-1376214765.0;-8737689655.0;-8737689655.0;-4135678703.0;-4135678703.0;-8737689655.0;0;-30281171815.0;99398874411.0
LMPI;Langgeng Makmur Industri Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E213. Housewares & Specialties;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;479910051703.0;224160566709.0;704070618412.0;409140402432.0;66925117494.0;476065519926.0;504258834500.0;0;3919250000.0;228005098486.0;228005098486.0;704070618412.0;78819999779.0;-10586019650.0;-14362302768.0;-14362302768.0;-18489452342.0;-18489452342.0;-14362302768.0;0;-1066531150.0;2367340140.0
LMSH;Lionmesh Prima Tbk;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B144. Iron & Steel;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;85694063426.0;59765586463.0;145459649889.0;19024382841.0;10868968048.0;29893350889.0;9600000000.0;0;164137360.0;115566299000.0;115566299000.0;145459649889.0;16625749529.0;5956601009.0;6514290108.0;6514290108.0;7214854331.0;7214854331.0;6514290108.0;0;-2000979657.0;18614524726.0
LPCK;Lippo Cikarang Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;6226638.0;2907899.0;9134537.0;1966681.0;760910.0;2727591.0;1339800.0;0;1981185.0;6375686.0;6406946.0;9134537.0;690520.0;215527.0;140369.0;140369.0;94507.0;157724.0;185322.0;-44953.0;-259191.0;376198.0
LPGI;Lippo General Insurance Tbk;G. Financials;G4. Insurance;G41. Insurance;G412. General Insurance;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;0;0;2895537275786.0;0;0;2045346770680.0;75000000000.0;0;102724933405.0;850190505106.0;850190505106.0;0;0;76296063063.0;33154077785.0;33154077785.0;32053801223.0;32053801223.0;33154077785.0;0;5397175209.0;29526483066.0
LPIN;Multi Prima Sejahtera Tbk;E. Consumer Cyclicals;E1. Automobiles & Components;E11. Auto Components;E111. Auto Parts & Equipment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;111057260486.0;199822811366.0;310880071852.0;15307172729.0;11549522000.0;26856694729.0;10625000000.0;0;60237500000.0;276226255866.0;284023377123.0;310880071852.0;26701009148.0;25483321670.0;23408672795.0;23408672795.0;23784548255.0;23784521588.0;23408646128.0;26667.0;-52507419318.0;45785308601.0
LPKR;Lippo Karawaci Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;31374902.0;20706034.0;52080936.0;9605967.0;19988960.0;29594927.0;7089802.0;0;11467162.0;18751979.0;22486009.0;52080936.0;5941107.0;-716966.0;-1623183.0;-1623183.0;-1835367.0;-1788197.0;-1602894.0;-20289.0;1894231.0;4888494.0
LPLI;Star Pacific Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;679725.0;294344.0;974069.0;10417.0;1778.00.00;12195.0;1519201.0;0;1218027.0;961874.0;961874.0;974069.0;-7041.0;250699.0;248262.0;248262.0;222611.0;222611.0;248262.0;;235926.0;254144.0
LPPF;Matahari Department Store Tbk;E. Consumer Cyclicals;E7. Retailing;E73. Department Stores;E731. Department Stores;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;1513483.0;4337746.0;5851229.0;2070044.0;2775213.0;4845257.0;280461.0;0;-3607955.0;1005972.0;1005972.0;5851229.0;3579466.0;1102899.0;912854.0;912854.0;879859.0;879859.0;912854.0;0;13.743.743.496.100.000;661391.0
LPPS;PT Lenox Pasifik Investama Tbk;G. Financials;G5. Holding & Investment Companies;G51. Holding & Investment Companies;G512. Investment Companies;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;81418260435.0;1132528994965.0;1213947255400.0;122741154.0;1340506.0;124081660.0;1257150000000.0;0;-202679045816.0;1213823173740.0;1213823173740.0;1213947255400.0;180000000.0;117016768947.0;117016768947.0;117016768947.0;111421881713.0;111421881713.0;117016768947.0;;11023804130.0;12792949944.0
LRNA;PT Eka Sari Lorena Transport Tbk.;K. Transportation & Logistic;K1. Transportation;K13. Passenger Land Transportation;K132. Road Transportation;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;19325367668.0;220008615686.0;239333983354.0;19204829670.0;28097818580.0;47302648250.0;175000011000.0;;58668472916.0;192031335104.0;192031335104.0;239333983354.0;-1573775061.0;-23263547027.0;-26466832753.0;-26466832753.0;-26124514721.0;-26124514721.0;-26466832753.0;;130680387.0;1017139040.0
LSIP;PP London Sumatra Indonesia Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;4307772.0;7543497.0;11851269.0;696556.0;963317.0;1659873.0;682286.0;0;1030312.0;10190088.0;10191396.0;11851269.0;1809365.0;1248382.0;991630.0;991630.0;1020802.0;1021595.0;992423.0;-793.0;1403199.0;3367867.0
LTLS;PT Lautan Luas Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Jutaan / In Million;2772844.0;3445143.0;6217987.0;2438070.0;1042036.0;3480106.0;195000.0;;-3960.0;2479490.0;2737881.0;6217987.0;1298180.0;433304.0;305732.0;305732.0;521230.0;490631.0;274457.0;31275.0;122041.0;499095.0
LUCK;PT Sentral Mitra Informatika Tbk.;I. Technology;I2. Technology Hardware & Equipment;I22. Computer Hardware;I221. Computer Hardware;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;78887797047.0;86289072208.0;165176869255.0;21118109618.0;8741463116.0;29859572734.0;71574964000.0;0;35068745914.0;135257648831.0;135317296521.0;165176869255.0;24404322123.0;33029296.0;318149748.0;318149748.0;8645104395.0;8628303846.0;301349199.0;16800549.0;4939635938.0;18054638576.0
LUCY;PT Lima Dua Lima Tiga Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;34837436692.0;18737136082.0;53574572774.0;7857474107.0;7058909505.0;14916383612.0;10350000000.0;;29096750000.0;38658189162.0;38658189162.0;53574572774.0;9316284333.0;543592373.0;258118106.0;258118106.0;258118106.0;258118106.0;258118106.0;0;19901644297.0;22282650407.0
