kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
JECC;Jembo Cable Company Tbk;C. Industrials;C1. Industrial Goods;C13. Electrical;C131. Electrical Components & Equipment;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;1612699928.0;587097713.0;2199797641.0;1391322091.0;60246593.0;1451568684.0;75600000.0;;3900000.0;748223377.0;748228957.0;2199797641.0;224311392.0;60085749.0;57625085.0;57625085.0;51994475.0;51994370.0;57624980.0;105.00.00;100491760.0;148583501.0
JGLE;PT Graha Andrasentra Propertindo Tbk.;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E514. Recreational & Sports Facilities;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;1017212.0;693235.0;1710447.0;292398.0;228950.0;521348.0;2258191.0;;-370532.0;1189099.0;1189099.0;1710447.0;91876.0;-758291.0;-758291.0;-758291.0;-757196.0;-757102.0;-758197.0;-94.0;21427.0;86443.0
JIHD;Jakarta International Hotels & Development Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;493454796.0;6085372876.0;6578827672.0;769119391.0;1083852925.0;1852972316.0;1164520241.0;0;655921361.0;3521825905.0;4725855356.0;6578827672.0;972827456.0;150054919.0;132575384.0;132575384.0;146254608.0;13619259.0;3871071.0;128704313.0;18687390.0;324480649.0
JKON;Jaya Konstruksi Manggala Pratama Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;2381519836.0;1925965830.0;4307485666.0;1224355589.0;221097831.0;1445453420.0;326170397.0;;560092534.0;2823485857.0;2862032246.0;4307485666.0;600947225.0;250526174.0;201656509.0;201656509.0;211489318.0;210578813.0;200754568.0;901941.0;-119612564.0;441414235.0
JKSW;Jakarta Kyoei Steel Works Tbk;B. Basic Materials;B1. Basic Materials;B12. Construction Materials;B121. Construction Materials;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;47982609653.0;111360326610.0;159342936263.0;13928481174.0;639186520251.0;653115001425.0;75000000000.0;0;6514524544.0;-493772065162.0;-493772065162.0;159342936263.0;0;0;3190668366.0;3190668366.0;3156651566.0;3156651566.0;3190668366.0;0;-3672333194.0;10142003008.0
JPFA;JAPFA Comfeed Indonesia Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Jutaan / In Million;17001468.0;15689419.0;32690887.0;9412440.0;9623670.0;19036110.0;1879461.0;0;1148067.0;12748045.0;13654777.0;32690887.0;7683156.0;1954529.0;1490931.0;1490931.0;1283398.0;1210242.0;1419855.0;71076.0;642711.0;1811082.0
JRPT;Jaya Real Property Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;3420467433.0;8831333067.0;12251800500.0;3390150461.0;229604366.0;3619754827.0;275000000.0;0;703770243.0;8340255753.0;8632045673.0;12251800500.0;1299662908.0;892861723.0;879772894.0;879772894.0;881509259.0;862591508.0;860910339.0;18862555.0;74943288.0;621060876.0
JSMR;PT Jasa Marga Tbk;J. Infrastructures;J1. Transportation Infrastructure;J11. Transport Infrastructure Operator;J112. Highways & Railtracks;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;12487212.0;78651970.0;91139182.0;12142988.0;53374805.0;65517793.0;3628936.0;0;3997085.0;21825603.0;25621389.0;91139182.0;7418097.0;3725795.0;2323708.0;2323708.0;817616.0;1239322.0;2746884.0;-423176.0;2320479.0;8429118.0
JSPT;Jakarta Setiabudi Internasional Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;1665875608.0;4417474932.0;6083350540.0;786346838.0;2595755463.0;3382102301.0;1159368000.0;0;-361197103.0;2001341361.0;2701248239.0;6083350540.0;925145176.0;-75789118.0;-52193561.0;-52193561.0;-37737424.0;-35613674.0;-45050178.0;-7143383.0;426181054.0;1091086059.0
JTPE;Jasuindo Tiga Perkasa Tbk;C. Industrials;C2. Industrial Services;C22. Commercial Services;C221. Commercial Printing;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;843786540254.0;719851166826.0;1563637707080.0;488176318701.0;53394986868.0;541571305569.0;34260250000.0;0;9664154444.0;949280241687.0;1022066401511.0;1563637707080.0;326173016844.0;181847967748.0;143653268644.0;143653268644.0;150854913310.0;130607287918.0;127252364242.0;16400904402.0;32226027827.0;209758085749.0
KAEF;Kimia Farma Tbk.;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;8501422281.0;11852570612.0;20353992893.0;8030857184.0;2983845379.0;11014702563.0;555400000.0;;-894170551.0;7968362358.0;9339290330.0;20353992893.0;3592835036.0;49622055.0;-94326886.0;-109782957.0;106446668.0;60622093.0;-170045128.0;60262171.0;1395036247.0;2153023582.0
KARW;ICTSI JASA PRIMA Tbk;J. Infrastructures;J1. Transportation Infrastructure;J11. Transport Infrastructure Operator;J113. Marine Ports & Services;Foreign Corporation;Foreign Company;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;3015493.0;11867721.0;14883214.0;48267528.0;146613.0;48414141.0;32299115.0;0;605107.0;-33533556.0;-33530927.0;14883214.0;3039217.0;1407352.0;955529.0;955529.0;961908.0;961770.0;955392.0;137.00.00;-1561675.0;805858.0
KAYU;PT Darmi Bersaudara Tbk.;B. Basic Materials;B1. Basic Materials;B15. Forestry & Paper;B151. Timber;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;94923655763.0;9660924328.0;104584580091.0;22569482569.0;1691416558.0;24260899127.0;66500000000.0;0;4746000000.0;80323680964.0;80323680964.0;104584580091.0;3372477714.0;2438454948.0;1778932993.0;1778932993.0;1734099129.0;1734099129.0;1778932993.0;00.00;222972030.0;325570778.0
KBAG;PT Karya Bersama Anugerah Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;258155437875.0;185267475731.0;443422913606.0;27172644143.0;26221618174.0;53394262317.0;143000033820.0;;168898309956.0;389902608379.0;390028651289.0;443422913606.0;21676890464.0;9376834470.0;9322110495.0;9322110495.0;9314369869.0;9310673217.0;9318413843.0;3696652.0;-1362926084.0;5568958503.0
KBLI;KMI Wire and Cable Tbk;C. Industrials;C1. Industrial Goods;C13. Electrical;C131. Electrical Components & Equipment;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1952463428100.0;844541598170.0;2797005026270.0;187361934985.0;114635331612.0;301997266597.0;655123510700.0;;1074090636.0;2375608208051.0;2495007759673.0;2797005026270.0;196623347425.0;86733179889.0;59961666687.0;59961666687.0;58051906257.0;63037329937.0;64947090367.0;-4985423680.0;-166304411483.0;305620879456.0
KBLM;Kabelindo Murni Tbk;C. Industrials;C1. Industrial Goods;C13. Electrical;C131. Electrical Components & Equipment;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;440749336172.0;1067847020197.0;1508596356369.0;247684626134.0;16260326022.0;263944952156.0;211400000000.0;0;2732577513.0;1244651404213.0;1244651404213.0;1508596356369.0;68643317593.0;35142847264.0;30497463746.0;30497463746.0;31220898654.0;31220898654.0;30497463746.0;0;-51280674170.0;11661752737.0
KBLV;First Media Tbk;J. Infrastructures;J3. Telecommunication;J31. Telecommunication Service;J311. Wired Telecommunication Service;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;571881.0;699209.0;1271090.0;1652441.0;24905.0;1677346.0;871084.0;;-47723.0;465825.0;-406256.0;1271090.0;61983.0;-275373.0;-281170.0;-281170.0;-436648.0;-426408.0;-270930.0;-10240.0;456947.0;535204.0
KDSI;Kedawung Setia Industrial Tbk;B. Basic Materials;B1. Basic Materials;B13. Containers & Packaging;B131. Containers & Packaging;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;760033784329.0;529177665779.0;1289211450108.0;338942106575.0;212368207387.0;551310313962.0;202500000000.0;0;0;737901136146.0;737901136146.0;1289211450108.0;323846575818.0;108084354815.0;76150458446.0;76150458446.0;76887594355.0;76887594355.0;76150458446.0;0;-36033354804.0;48717357334.0
KDTN;PT Puri Sentul Permai Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;35091576059.0;42395991428.0;77487567487.0;4954585818.0;7569155478.0;12523741296.0;31250000000.0;0;27427042624.0;64963826191.0;64963826191.0;77487567487.0;12857616040.0;3258354003.0;2532975643.0;2532975643.0;2461866943.0;2461866943.0;2532975643.0;;17605154945.0;23448755820.0
KEEN;PT Kencana Energi Lestari Tbk.;J. Infrastructures;J4. Utilities;J41. Electric Utilities;J411. Electric Utilities;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;32476350.0;283643338.0;316119688.0;17407166.0;123640903.0;141048069.0;28583019.0;0;52628696.0;153071283.0;175071619.0;316119688.0;27098613.0;18039444.0;14481339.0;14481339.0;13736898.0;12121147.0;12556830.0;1924509.0;2576084.0;3899283.0
KEJU;PT Mulia Boga Raya Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D22. Processed Foods;D221. Dairy Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;641093981245.0;219006377744.0;860100358989.0;153894624540.0;2699915112.0;156594539652.0;75000000000.0;0;206493605833.0;703505819337.0;703505819337.0;860100358989.0;295505167028.0;150389911968.0;117370750383.0;117370750383.0;117680290350.0;117680290350.0;11.737.075.038.272.400;0;-27855823652.0;131685970327.0
KETR;PT Ketrosden Triasmitra Tbk;J. Infrastructures;J3. Telecommunication;J31. Telecommunication Service;J311. Wired Telecommunication Service;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1150187143337.0;454827647210.0;1605014790547.0;143887637583.0;596043182668.0;739930820251.0;284126283800.0;0;115971965098.0;862759834847.0;865083970296.0;1605014790547.0;190527687312.0;78287422679.0;67577181741.0;67577181741.0;69956738064.0;69938915536.0;67559626571.0;17555170.0;212402792720.0;278196355133.0
KIAS;Keramika Indonesia Assosiasi Tbk;C. Industrials;C1. Industrial Goods;B12. Construction Materials;B121. Construction Materials;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;335771250503.0;730108302275.0;1065879552778.0;177517613638.0;35360531974.0;212878145612.0;1612180500000.0;0;218657014680.0;793637488735.0;853001407166.0;1065879552778.0;32199673082.0;1043659853.0;6553870572.0;6553870572.0;6572021172.0;6465143960.0;6447774055.0;106096517.0;-32651575965.0;-21216296104.0
KICI;Kedaung Indah Can Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E213. Housewares & Specialties;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;135151401586.0;46516153333.0;181667554919.0;20322720561.0;46838456654.0;67161177215.0;69000000000.0;;3300000000.0;114506377704.0;114506377704.0;181667554919.0;19382403831.0;553242084.0;431268042.0;431268042.0;1544433254.0;1544433254.0;431268042.0;0;-3831864155.0;7214773572.0
KIJA;Kawasan Industri Jababeka Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;9078105535737.0;4032353847863.0;13110459383600.0;1985458651793.0;4619625171740.0;6605083823533.0;1864448274050.0;0;1396068999121.0;5192086249627.0;6505375560067.0;13110459383600.0;1400247565287.0;48892233242.0;40980837130.0;40980837130.0;40284788984.0;-64731160825.0;-64035112679.0;105015949809.0;207996146150.0;1326141917021.0
KING;PT Hoffmen Cleanindo Tbk;C. Industrials;C2. Industrial Services;C23. Professional Services;C231. Human Resource & Employment Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;56621375724.0;18773544380.0;75394920104.0;41286483075.0;6257854195.0;47544337270.0;41600000000.0;0;2924742160.0;27852923694.0;27850582834.0;75394920104.0;21817995954.0;1896935341.0;1061205811.0;1061205811.0;1036154514.0;1032734254.0;1057758820.0;3446991.0;12455402733.0;15859896492.0
KINO;PT Kino Indonesia Tbk;D. Consumer Non-Cyclicals;D4. Nondurable Household Products;D42. Personal Care Products;D421. Personal Care Products;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1688505201652.0;2987866843443.0;4676372045095.0;1935669493305.0;1206882251364.0;3142551744669.0;142857150000.0;0;710356833172.0;1465534906972.0;1533820300426.0;4676372045095.0;1308666285974.0;-917093919073.0;-950288973938.0;-950288973938.0;-946711947912.0;-954200171019.0;-957025786473.0;6736812535.0;9791049535.0;176801641006.0
KIOS;PT Kioson Komersial Indonesia Tbk.;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;84169048697.0;95994456354.0;180163505051.0;11206897675.0;87059808.0;11293957483.0;107585985000.0;0;125830854265.0;168487745595.0;168869547568.0;180163505051.0;26842957116.0;4375975169.0;819110464.0;819110464.0;884770273.0;800400677.0;734701664.0;84408800.0;-1335608907.0;1133149823.0
KJEN;PT Krida Jaringan Nusantara Tbk.;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;7978924683.0;60079399815.0;68058324498.0;3261564866.0;2543942334.0;5805507200.0;50000000000.0;0;13002417420.0;62252817298.0;62252817298.0;68058324498.0;5053454314.0;-100170290.0;-94102528.0;-94102528.0;14593507.0;14593507.0;-94102528.0;0;-233283879.0;97859872.0
KKES;PT Kusuma Kemindo Sentosa Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;102075036285.0;12358977238.0;114434013523.0;43082331776.0;8754847301.0;51837179077.0;15000000000.0;;25347976640.0;62596834446.0;62596834446.0;114434013523.0;43596513230.0;8177153981.0;6215556761.0;6215556761.0;6584134841.0;6584134841.0;6215556761.0;;-442362343.0;1526125208.0
KKGI;Resource Alam Indonesia Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;93184069.0;77000621.0;170184690.0;36065828.0;11179718.0;47245546.0;24039183.0;0;578353.0;122106297.0;122939144.0;170184690.0;73583036.0;58058817.0;39055906.0;39055906.0;31356468.0;30969677.0;38669115.0;386791.0;19137439.0;43517021.0
KLBF;Kalbe Farma Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;16710229570163.0;10531083455511.0;27241313025674.0;4431038459634.0;712946363651.0;5143984823285.0;468751221100.0;0;-34118673814.0;20385217971511.0;22097328202389.0;27241313025674.0;11704066436276.0;4458896905350.0;3450083412291.0;3450083412291.0;3513671510204.0;3446013282564.0;3382209769015.0;67873643276.0;-2504255368346.0;3949768854987.0
KLIN;PT Klinko Karya Imaji Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E743. Home Improvement Retail;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;13356385718.0;31258403638.0;44614789356.0;2465657330.0;8783565292.0;11249222622.0;13075000000.0;;20887200000.0;33365566734.0;33365566734.0;44614789356.0;3041126055.0;-1151878654.0;-1079601070.0;-1079601070.0;-1079601070.0;-1079601070.0;-1079601070.0;;29949479.0;133217872.0
KMDS;PT Kurniamitra Duta Sentosa Tbk.;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D112. Food Retail & Distributors;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;141029077168.0;92292339796.0;233321416964.0;44422605041.0;3824287199.0;48246892240.0;80000000000.0;;30293972100.0;184561437437.0;185074524724.0;233321416964.0;105108140992.0;61240255109.0;47993345719.0;47993345719.0;48462653149.0;48684565862.0;48215258432.0;-221912713.0;-6192333522.0;18963996188.0
KMTR;PT Kirana Megatara Tbk.;B. Basic Materials;B1. Basic Materials;B15. Forestry & Paper;B153. Diversified Forest;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;3156871135137.0;1641925347215.0;4798796482352.0;324525728178.0;2517553843979.0;2842079572157.0;821536637900.0;0;647471635339.0;1894662618269.0;1956716910195.0;4798796482352.0;642195923156.0;-29035158248.0;-29659917082.0;-29659917082.0;-37519496827.0;-31444895440.0;-23828521522.0;-5831395560.0;6735340816.0;417979629712.0
KOBX;Kobexindo Tractors Tbk;C. Industrials;C1. Industrial Goods;C14. Machinery;C141. Construction Machinery & Heavy Vehicles;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;120895401.0;63767365.0;184662766.0;126593364.0;21120494.0;147713858.0;24942328.0;0;7812965.0;36769224.0;36948908.0;184662766.0;30550965.0;5143858.0;4204565.0;4204565.0;2891673.0;2863293.0;4164048.0;40517.0;28097367.0;32726440.0
KOIN;Kokoh Inti Arebama Tbk;C. Industrials;C1. Industrial Goods;B12. Construction Materials;B121. Construction Materials;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;928486381754.0;169241107440.0;1097727489194.0;1056713188891.0;15172969775.0;1071886158666.0;98084373200.0;0;3341578567.0;25838370984.0;25841330528.0;1097727489194.0;223795838636.0;-71178230245.0;-73270055868.0;-73270055868.0;-72465027749.0;-72465027647.0;-73270055766.0;-102.0;-25354414868.0;16995953986.0
KONI;Perdana Bangun Pusaka Tbk;C. Industrials;C2. Industrial Services;C22. Commercial Services;C223. Office Supplies;National and Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;109253464513.0;32893912002.0;142147376515.0;10909228310.0;13256675609.0;24165903919.0;78000000000.0;;48080485432.0;117981154079.0;117981472596.0;142147376515.0;40383440440.0;14794062193.0;11593252744.0;11593252744.0;12102661464.0;12102661392.0;11593252677.0;67.00.00;-2380801068.0;33998140756.0
KOPI;PT Mitra Energi Persada Tbk;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A112. Oil & Gas Storage & Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;89651889479.0;167940584578.0;257592474057.0;62933439049.0;96780921636.0;159714360685.0;212400000236.0;;;97044799734.0;97878113372.0;257592474057.0;55551905010.0;11222359561.0;6939941628.0;6939941628.0;8247158364.0;817.702.139.908.438;6869804663.0;70.136.964.939.527;7282513085.0;10065771760.0
KOTA;PT DMS Propertindo Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;161462331853.0;1380582992179.0;1542045324032.0;100399261626.0;203363859647.0;303763121273.0;1054618570100.0;0;229096746500.0;1236761121850.0;1238282202759.0;1542045324032.0;14005397134.0;-23081922261.0;-21061511858.0;-21061511858.0;-20985432054.0;-20978019778.0;-21054099582.0;-7412276.0;1085834231.0;4560006906.0
KPIG;MNC Land Tbk;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;3521802077929.0;28433958368226.0;31955760446155.0;3139215890647.0;3328883991291.0;6468099881938.0;8868829933000.0;0;536839610813.0;25276635456001.0;25487660564217.0;31955760446155.0;406173338224.0;185421755082.0;179502179117.0;179502179117.0;210572797263.0;207799047541.0;177771540111.0;1730639006.0;120054445507.0;206304439753.0
KRAS;Krakatau Steel (Persero) Tbk;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B144. Iron & Steel;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15592.0;Ribuan / In Thousand;1072512.0;2089922.0;3162434.0;2399612.0;210236.0;2609848.0;987573.0;0;175020.0;594365.0;552586.0;3162434.0;202468.0;214620.0;26097.0;22644.0;-34342.0;-37512.0;19474.0;3170.00.00;242.00.00;78866.0
KREN;PT Kresna Graha Investama Tbk.;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;1622252125824.0;1247827195221.0;2870079321045.0;583507966512.0;44537683002.0;628045649514.0;91042350500.0;0;442789191876.0;333250339002.0;2242033671531.0;2870079321045.0;170261750138.0;-59451321788.0;-76763309910.0;-61853930426.0;-56435242618.0;-93916294593.0;-98870468377.0;37016537951.0;-63543576205.0;320470001506.0
KRYA;PT Bangun Karya Perkasa Jaya Tbk;J. Infrastructures;J2. Heavy Constructions & Civil Engineering;J21. Heavy Constructions & Civil Engineering;J211. Heavy Constructions & Civil Engineering;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;110565428222.0;44442314033.0;155007742255.0;37586169109.0;18458792813.0;56044961922.0;40625000000.0;0;31554698090.0;97982809421.0;98962780333.0;155007742255.0;32469039522.0;17786910503.0;12494963054.0;12494963054.0;11598816764.0;11598845852.0;12494992142.0;-29088.0;6888998506.0;13808054780.0
KUAS;PT Ace Oldfields Tbk;C. Industrials;C1. Industrial Goods;C12. Building Products & Fixtures;C121. Building Products & Fixtures;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;163700209723.0;105842225379.0;269542435102.0;89530566430.0;30860009558.0;120390575988.0;64640407500.0;;55691574167.0;149151859114.0;149151859114.0;269542435102.0;41856565750.0;10905821180.0;7864937767.0;7864937767.0;10372389651.0;10372389651.0;7864937767.0;;-22833803803.0;33831597339.0
LABA;PT Ladangbaja Murni Tbk;C. Industrials;C1. Industrial Goods;C14. Machinery;C143. Industrial Machinery & Components;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;31888224108.0;34380418452.0;66268642560.0;3623128061.0;3996999572.0;7620127633.0;25000002500.0;0;18850555250.0;58648514927.0;58648514927.0;66268642560.0;3026749819.0;-5857551489.0;-4544715678.0;-4544715678.0;-4447981353.0;-4447981353.0;-4544715678.0;0;-9494203711.0;326660278.0
LAJU;PT Jasa Berdikari Logistics Tbk;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;37015146207.0;83222047888.0;120237194095.0;36611556335.0;27666713189.0;64278269524.0;36246000000.0;0;0;55958924571.0;55958924571.0;120237194095.0;36883765081.0;15551036296.0;12223822847.0;12223822847.0;12567388280.0;12567388280.0;12223822847.0;0;12994325874.1;37.643.576.861.000.000
LAND;PT Trimitra Propertindo Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;212791397382.0;521555569461.0;734346966843.0;221474334369.0;44936869683.0;266411204052.0;279262000000.0;;224768190580.0;467935762791.0;467935762791.0;734346966843.0;0;-6947242278.0;-7918635681.0;-7918635681.0;-7905799681.0;-7905799681.0;-7918635681.0;;-18492776025.0;8309603321.0
LAPD;Leyand International Tbk;J. Infrastructures;J4. Utilities;J41. Electric Utilities;J411. Electric Utilities;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;36553333.0;27977500.0;64530833.0;14989027796.0;500915000.0;15489942796.0;396635013900.0;;32548364560.0;-15425411963.0;-15425411963.0;64530833.0;00.00;233113930682.0;233113930682.0;233113930682.0;233211705682.0;233211705682.0;233113930682.0;00.00;-13408904.0;36553333.0
